when, temp, solar radiation, humidity, wind speed, wind direction, rainfall
2020-02-19T00:00:00,6.8,0,80,6,280,1
2020-02-19T00:15:00,6.8,0,80,6,280,1
2020-02-19T00:30:00,6.8,0,80,6,280,1
2020-02-19T00:45:00,6.8,0,80,6,280,1
2020-02-19T01:00:00,6.9,0,79,6,290,0
2020-02-19T01:15:00,6.9,0,79,6,290,0
2020-02-19T01:30:00,6.9,0,79,6,290,0
2020-02-19T01:45:00,6.9,0,79,6,290,0
2020-02-19T02:00:00,5.9,0,76,8,290,-0.25
2020-02-19T02:15:00,5.9,0,76,8,290,-0.25
2020-02-19T02:30:00,5.9,0,76,8,290,-0.25
2020-02-19T02:45:00,5.9,0,76,8,290,-0.25
2020-02-19T03:00:00,5.6,0,76,8,280,0
2020-02-19T03:15:00,5.6,0,76,8,280,0
2020-02-19T03:30:00,5.6,0,76,8,280,0
2020-02-19T03:45:00,5.6,0,76,8,280,0
2020-02-19T04:00:00,5.7,0,74,7,290,0
2020-02-19T04:15:00,5.7,0,74,7,290,0
2020-02-19T04:30:00,5.7,0,74,7,290,0
2020-02-19T04:45:00,5.7,0,74,7,290,0
2020-02-19T05:00:00,5.6,0,76,7,290,0
2020-02-19T05:15:00,5.6,0,76,7,290,0
2020-02-19T05:30:00,5.6,0,76,7,290,0
2020-02-19T05:45:00,5.6,0,76,7,290,0
2020-02-19T06:00:00,5.4,0,75,7,280,0
2020-02-19T06:15:00,5.4,0,75,7,280,0
2020-02-19T06:30:00,5.4,0,75,7,280,0
2020-02-19T06:45:00,5.4,0,75,7,280,0
2020-02-19T07:00:00,5.6,11,75,7,270,0
2020-02-19T07:15:00,5.6,11,75,7,270,0
2020-02-19T07:30:00,5.6,11,75,7,270,0
2020-02-19T07:45:00,5.6,11,75,7,270,0
2020-02-19T08:00:00,6.4,53,73,7,270,0
2020-02-19T08:15:00,6.4,53,73,7,270,0
2020-02-19T08:30:00,6.4,53,73,7,270,0
2020-02-19T08:45:00,6.4,53,73,7,270,0
2020-02-19T09:00:00,6.6,78,71,8,260,0
2020-02-19T09:15:00,6.6,78,71,8,260,0
2020-02-19T09:30:00,6.6,78,71,8,260,0
2020-02-19T09:45:00,6.6,78,71,8,260,0
2020-02-19T10:00:00,7,106,69,8,260,0
2020-02-19T10:15:00,7,106,69,8,260,0
2020-02-19T10:30:00,7,106,69,8,260,0
2020-02-19T10:45:00,7,106,69,8,260,0
2020-02-19T11:00:00,7.7,169,65,8,270,0
2020-02-19T11:15:00,7.7,169,65,8,270,0
2020-02-19T11:30:00,7.7,169,65,8,270,0
2020-02-19T11:45:00,7.7,169,65,8,270,0
2020-02-19T12:00:00,7,122,68,8,270,0
2020-02-19T12:15:00,7,122,68,8,270,0
2020-02-19T12:30:00,7,122,68,8,270,0
2020-02-19T12:45:00,7,122,68,8,270,0
2020-02-19T13:00:00,7.3,117,69,8,250,0
2020-02-19T13:15:00,7.3,117,69,8,250,0
2020-02-19T13:30:00,7.3,117,69,8,250,0
2020-02-19T13:45:00,7.3,117,69,8,250,0
2020-02-19T14:00:00,6.8,71,71,8,240,0
2020-02-19T14:15:00,6.8,71,71,8,240,0
2020-02-19T14:30:00,6.8,71,71,8,240,0
2020-02-19T14:45:00,6.8,71,71,8,240,0
2020-02-19T15:00:00,6.9,32,71,8,240,0
2020-02-19T15:15:00,6.9,32,71,8,240,0
2020-02-19T15:30:00,6.9,32,71,8,240,0
2020-02-19T15:45:00,6.9,32,71,8,240,0
2020-02-19T16:00:00,6.8,10,76,6,220,0
2020-02-19T16:15:00,6.8,10,76,6,220,0
2020-02-19T16:30:00,6.8,10,76,6,220,0
2020-02-19T16:45:00,6.8,10,76,6,220,0
2020-02-19T17:00:00,6.8,0,81,7,220,-0.25
2020-02-19T17:15:00,6.8,0,81,7,220,-0.25
2020-02-19T17:30:00,6.8,0,81,7,220,-0.25
2020-02-19T17:45:00,6.8,0,81,7,220,-0.25
2020-02-19T18:00:00,6.5,0,86,7,230,-0.25
2020-02-19T18:15:00,6.5,0,86,7,230,-0.25
2020-02-19T18:30:00,6.5,0,86,7,230,-0.25
2020-02-19T18:45:00,6.5,0,86,7,230,-0.25
2020-02-19T19:00:00,6.4,0,89,7,210,0.25
2020-02-19T19:15:00,6.4,0,89,7,210,0.25
2020-02-19T19:30:00,6.4,0,89,7,210,0.25
2020-02-19T19:45:00,6.4,0,89,7,210,0.25
2020-02-19T20:00:00,6.2,0,92,6,190,0.5
2020-02-19T20:15:00,6.2,0,92,6,190,0.5
2020-02-19T20:30:00,6.2,0,92,6,190,0.5
2020-02-19T20:45:00,6.2,0,92,6,190,0.5
2020-02-19T21:00:00,6.5,0,91,7,190,-0.25
2020-02-19T21:15:00,6.5,0,91,7,190,-0.25
2020-02-19T21:30:00,6.5,0,91,7,190,-0.25
2020-02-19T21:45:00,6.5,0,91,7,190,-0.25
2020-02-19T22:00:00,6.8,0,94,7,200,0.75
2020-02-19T22:15:00,6.8,0,94,7,200,0.75
2020-02-19T22:30:00,6.8,0,94,7,200,0.75
2020-02-19T22:45:00,6.8,0,94,7,200,0.75
2020-02-19T23:00:00,7.4,0,94,7,200,0.25
2020-02-19T23:15:00,7.4,0,94,7,200,0.25
2020-02-19T23:30:00,7.4,0,94,7,200,0.25
2020-02-19T23:45:00,7.4,0,94,7,200,0.25
2020-02-20T00:00:00,8.2,0,91,8,220,-0.25
2020-02-20T00:15:00,8.2,0,91,8,220,-0.25
2020-02-20T00:30:00,8.2,0,91,8,220,-0.25
2020-02-20T00:45:00,8.2,0,91,8,220,-0.25
2020-02-20T01:00:00,8.4,0,88,8,210,0
2020-02-20T01:15:00,8.4,0,88,8,210,0
2020-02-20T01:30:00,8.4,0,88,8,210,0
2020-02-20T01:45:00,8.4,0,88,8,210,0
2020-02-20T02:00:00,8.2,0,89,8,210,0
2020-02-20T02:15:00,8.2,0,89,8,210,0
2020-02-20T02:30:00,8.2,0,89,8,210,0
2020-02-20T02:45:00,8.2,0,89,8,210,0
2020-02-20T03:00:00,8.3,0,89,8,210,0
2020-02-20T03:15:00,8.3,0,89,8,210,0
2020-02-20T03:30:00,8.3,0,89,8,210,0
2020-02-20T03:45:00,8.3,0,89,8,210,0
2020-02-20T04:00:00,8.3,0,91,9,210,0
2020-02-20T04:15:00,8.3,0,91,9,210,0
2020-02-20T04:30:00,8.3,0,91,9,210,0
2020-02-20T04:45:00,8.3,0,91,9,210,0
2020-02-20T05:00:00,8.6,0,86,8,210,0
2020-02-20T05:15:00,8.6,0,86,8,210,0
2020-02-20T05:30:00,8.6,0,86,8,210,0
2020-02-20T05:45:00,8.6,0,86,8,210,0
2020-02-20T06:00:00,8.6,1,85,9,210,0
2020-02-20T06:15:00,8.6,1,85,9,210,0
2020-02-20T06:30:00,8.6,1,85,9,210,0
2020-02-20T06:45:00,8.6,1,85,9,210,0
2020-02-20T07:00:00,8.7,9,83,9,200,0
2020-02-20T07:15:00,8.7,9,83,9,200,0
2020-02-20T07:30:00,8.7,9,83,9,200,0
2020-02-20T07:45:00,8.7,9,83,9,200,0
2020-02-20T08:00:00,9.2,24,78,9,200,0
2020-02-20T08:15:00,9.2,24,78,9,200,0
2020-02-20T08:30:00,9.2,24,78,9,200,0
2020-02-20T08:45:00,9.2,24,78,9,200,0
2020-02-20T09:00:00,9.4,67,79,9,200,0
2020-02-20T09:15:00,9.4,67,79,9,200,0
2020-02-20T09:30:00,9.4,67,79,9,200,0
2020-02-20T09:45:00,9.4,67,79,9,200,0
2020-02-20T10:00:00,9.2,68,82,10,200,0
2020-02-20T10:15:00,9.2,68,82,10,200,0
2020-02-20T10:30:00,9.2,68,82,10,200,0
2020-02-20T10:45:00,9.2,68,82,10,200,0
2020-02-20T11:00:00,9.5,65,79,10,200,0
2020-02-20T11:15:00,9.5,65,79,10,200,0
2020-02-20T11:30:00,9.5,65,79,10,200,0
2020-02-20T11:45:00,9.5,65,79,10,200,0
2020-02-20T12:00:00,10.2,62,74,10,200,0
2020-02-20T12:15:00,10.2,62,74,10,200,0
2020-02-20T12:30:00,10.2,62,74,10,200,0
2020-02-20T12:45:00,10.2,62,74,10,200,0
2020-02-20T13:00:00,10.3,50,75,9,200,0
2020-02-20T13:15:00,10.3,50,75,9,200,0
2020-02-20T13:30:00,10.3,50,75,9,200,0
2020-02-20T13:45:00,10.3,50,75,9,200,0
2020-02-20T14:00:00,10.1,30,77,9,200,0
2020-02-20T14:15:00,10.1,30,77,9,200,0
2020-02-20T14:30:00,10.1,30,77,9,200,0
2020-02-20T14:45:00,10.1,30,77,9,200,0
2020-02-20T15:00:00,9.1,9,89,9,210,0.25
2020-02-20T15:15:00,9.1,9,89,9,210,0.25
2020-02-20T15:30:00,9.1,9,89,9,210,0.25
2020-02-20T15:45:00,9.1,9,89,9,210,0.25
2020-02-20T16:00:00,8.9,2,94,10,200,6.25
2020-02-20T16:15:00,8.9,2,94,10,200,6.25
2020-02-20T16:30:00,8.9,2,94,10,200,6.25
2020-02-20T16:45:00,8.9,2,94,10,200,6.25
2020-02-20T17:00:00,6.4,0,93,11,290,5.5
2020-02-20T17:15:00,6.4,0,93,11,290,5.5
2020-02-20T17:30:00,6.4,0,93,11,290,5.5
2020-02-20T17:45:00,6.4,0,93,11,290,5.5
2020-02-20T18:00:00,5.9,0,80,9,280,4.25
2020-02-20T18:15:00,5.9,0,80,9,280,4.25
2020-02-20T18:30:00,5.9,0,80,9,280,4.25
2020-02-20T18:45:00,5.9,0,80,9,280,4.25
2020-02-20T19:00:00,6.3,0,82,8,280,0.25
2020-02-20T19:15:00,6.3,0,82,8,280,0.25
2020-02-20T19:30:00,6.3,0,82,8,280,0.25
2020-02-20T19:45:00,6.3,0,82,8,280,0.25
2020-02-20T20:00:00,6.3,0,70,9,290,0
2020-02-20T20:15:00,6.3,0,70,9,290,0
2020-02-20T20:30:00,6.3,0,70,9,290,0
2020-02-20T20:45:00,6.3,0,70,9,290,0
2020-02-20T21:00:00,5.9,0,70,9,280,0
2020-02-20T21:15:00,5.9,0,70,9,280,0
2020-02-20T21:30:00,5.9,0,70,9,280,0
2020-02-20T21:45:00,5.9,0,70,9,280,0
2020-02-20T22:00:00,5.7,0,68,9,280,0
2020-02-20T22:15:00,5.7,0,68,9,280,0
2020-02-20T22:30:00,5.7,0,68,9,280,0
2020-02-20T22:45:00,5.7,0,68,9,280,0
2020-02-20T23:00:00,5.4,0,70,9,270,0
2020-02-20T23:15:00,5.4,0,70,9,270,0
2020-02-20T23:30:00,5.4,0,70,9,270,0
2020-02-20T23:45:00,5.4,0,70,9,270,0
2020-02-21T00:00:00,5.5,0,70,7,270,0
2020-02-21T00:15:00,5.5,0,70,7,270,0
2020-02-21T00:30:00,5.5,0,70,7,270,0
2020-02-21T00:45:00,5.5,0,70,7,270,0
2020-02-21T01:00:00,5.9,0,71,7,260,0
2020-02-21T01:15:00,5.9,0,71,7,260,0
2020-02-21T01:30:00,5.9,0,71,7,260,0
2020-02-21T01:45:00,5.9,0,71,7,260,0
2020-02-21T02:00:00,5.7,0,72,7,270,0
2020-02-21T02:15:00,5.7,0,72,7,270,0
2020-02-21T02:30:00,5.7,0,72,7,270,0
2020-02-21T02:45:00,5.7,0,72,7,270,0
2020-02-21T03:00:00,5.4,0,75,7,270,0
2020-02-21T03:15:00,5.4,0,75,7,270,0
2020-02-21T03:30:00,5.4,0,75,7,270,0
2020-02-21T03:45:00,5.4,0,75,7,270,0
2020-02-21T04:00:00,5.5,0,76,6,260,0
2020-02-21T04:15:00,5.5,0,76,6,260,0
2020-02-21T04:30:00,5.5,0,76,6,260,0
2020-02-21T04:45:00,5.5,0,76,6,260,0
2020-02-21T05:00:00,5.5,0,77,5,250,0
2020-02-21T05:15:00,5.5,0,77,5,250,0
2020-02-21T05:30:00,5.5,0,77,5,250,0
2020-02-21T05:45:00,5.5,0,77,5,250,0
2020-02-21T06:00:00,5.9,1,77,5,250,0
2020-02-21T06:15:00,5.9,1,77,5,250,0
2020-02-21T06:30:00,5.9,1,77,5,250,0
2020-02-21T06:45:00,5.9,1,77,5,250,0
2020-02-21T07:00:00,6.5,16,77,5,230,0
2020-02-21T07:15:00,6.5,16,77,5,230,0
2020-02-21T07:30:00,6.5,16,77,5,230,0
2020-02-21T07:45:00,6.5,16,77,5,230,0
2020-02-21T08:00:00,6.8,40,81,5,210,0
2020-02-21T08:15:00,6.8,40,81,5,210,0
2020-02-21T08:30:00,6.8,40,81,5,210,0
2020-02-21T08:45:00,6.8,40,81,5,210,0
2020-02-21T09:00:00,7.7,63,79,7,220,0
2020-02-21T09:15:00,7.7,63,79,7,220,0
2020-02-21T09:30:00,7.7,63,79,7,220,0
2020-02-21T09:45:00,7.7,63,79,7,220,0
2020-02-21T10:00:00,8.2,76,78,8,230,0
2020-02-21T10:15:00,8.2,76,78,8,230,0
2020-02-21T10:30:00,8.2,76,78,8,230,0
2020-02-21T10:45:00,8.2,76,78,8,230,0
2020-02-21T11:00:00,8.5,62,75,9,220,0
2020-02-21T11:15:00,8.5,62,75,9,220,0
2020-02-21T11:30:00,8.5,62,75,9,220,0
2020-02-21T11:45:00,8.5,62,75,9,220,0
2020-02-21T12:00:00,8.7,60,76,10,230,0
2020-02-21T12:15:00,8.7,60,76,10,230,0
2020-02-21T12:30:00,8.7,60,76,10,230,0
2020-02-21T12:45:00,8.7,60,76,10,230,0
2020-02-21T13:00:00,9.4,91,71,10,220,0
2020-02-21T13:15:00,9.4,91,71,10,220,0
2020-02-21T13:30:00,9.4,91,71,10,220,0
2020-02-21T13:45:00,9.4,91,71,10,220,0
2020-02-21T14:00:00,9.2,53,73,10,220,0
2020-02-21T14:15:00,9.2,53,73,10,220,0
2020-02-21T14:30:00,9.2,53,73,10,220,0
2020-02-21T14:45:00,9.2,53,73,10,220,0
2020-02-21T15:00:00,8.7,12,78,10,220,0
2020-02-21T15:15:00,8.7,12,78,10,220,0
2020-02-21T15:30:00,8.7,12,78,10,220,0
2020-02-21T15:45:00,8.7,12,78,10,220,0
2020-02-21T16:00:00,8.8,4,76,10,230,0
2020-02-21T16:15:00,8.8,4,76,10,230,0
2020-02-21T16:30:00,8.8,4,76,10,230,0
2020-02-21T16:45:00,8.8,4,76,10,230,0
2020-02-21T17:00:00,8.7,0,76,10,230,0
2020-02-21T17:15:00,8.7,0,76,10,230,0
2020-02-21T17:30:00,8.7,0,76,10,230,0
2020-02-21T17:45:00,8.7,0,76,10,230,0
2020-02-21T18:00:00,8.7,0,75,9,220,0
2020-02-21T18:15:00,8.7,0,75,9,220,0
2020-02-21T18:30:00,8.7,0,75,9,220,0
2020-02-21T18:45:00,8.7,0,75,9,220,0
2020-02-21T19:00:00,8.8,0,75,10,220,0
2020-02-21T19:15:00,8.8,0,75,10,220,0
2020-02-21T19:30:00,8.8,0,75,10,220,0
2020-02-21T19:45:00,8.8,0,75,10,220,0
2020-02-21T20:00:00,8.8,0,75,10,220,0
2020-02-21T20:15:00,8.8,0,75,10,220,0
2020-02-21T20:30:00,8.8,0,75,10,220,0
2020-02-21T20:45:00,8.8,0,75,10,220,0
2020-02-21T21:00:00,9.1,0,74,10,220,0
2020-02-21T21:15:00,9.1,0,74,10,220,0
2020-02-21T21:30:00,9.1,0,74,10,220,0
2020-02-21T21:45:00,9.1,0,74,10,220,0
2020-02-21T22:00:00,8.8,0,75,10,220,0
2020-02-21T22:15:00,8.8,0,75,10,220,0
2020-02-21T22:30:00,8.8,0,75,10,220,0
2020-02-21T22:45:00,8.8,0,75,10,220,0
2020-02-21T23:00:00,8.9,0,75,10,230,0
2020-02-21T23:15:00,8.9,0,75,10,230,0
2020-02-21T23:30:00,8.9,0,75,10,230,0
2020-02-21T23:45:00,8.9,0,75,10,230,0
2020-02-22T00:00:00,8.6,0,75,10,220,0
2020-02-22T00:15:00,8.6,0,75,10,220,0
2020-02-22T00:30:00,8.6,0,75,10,220,0
2020-02-22T00:45:00,8.6,0,75,10,220,0
2020-02-22T01:00:00,8.1,0,78,9,210,0
2020-02-22T01:15:00,8.1,0,78,9,210,0
2020-02-22T01:30:00,8.1,0,78,9,210,0
2020-02-22T01:45:00,8.1,0,78,9,210,0
2020-02-22T02:00:00,7.8,0,80,9,210,0
2020-02-22T02:15:00,7.8,0,80,9,210,0
2020-02-22T02:30:00,7.8,0,80,9,210,0
2020-02-22T02:45:00,7.8,0,80,9,210,0
2020-02-22T03:00:00,7.5,0,81,10,210,0
2020-02-22T03:15:00,7.5,0,81,10,210,0
2020-02-22T03:30:00,7.5,0,81,10,210,0
2020-02-22T03:45:00,7.5,0,81,10,210,0
2020-02-22T04:00:00,7.1,0,80,10,210,0
2020-02-22T04:15:00,7.1,0,80,10,210,0
2020-02-22T04:30:00,7.1,0,80,10,210,0
2020-02-22T04:45:00,7.1,0,80,10,210,0
2020-02-22T05:00:00,7.3,0,77,10,220,0
2020-02-22T05:15:00,7.3,0,77,10,220,0
2020-02-22T05:30:00,7.3,0,77,10,220,0
2020-02-22T05:45:00,7.3,0,77,10,220,0
2020-02-22T06:00:00,7.9,0,74,12,220,-0.25
2020-02-22T06:15:00,7.9,0,74,12,220,-0.25
2020-02-22T06:30:00,7.9,0,74,12,220,-0.25
2020-02-22T06:45:00,7.9,0,74,12,220,-0.25
2020-02-22T07:00:00,7.8,4,79,13,220,0.5
2020-02-22T07:15:00,7.8,4,79,13,220,0.5
2020-02-22T07:30:00,7.8,4,79,13,220,0.5
2020-02-22T07:45:00,7.8,4,79,13,220,0.5
2020-02-22T08:00:00,8.3,12,78,13,220,-0.25
2020-02-22T08:15:00,8.3,12,78,13,220,-0.25
2020-02-22T08:30:00,8.3,12,78,13,220,-0.25
2020-02-22T08:45:00,8.3,12,78,13,220,-0.25
2020-02-22T09:00:00,8.9,14,81,13,230,0
2020-02-22T09:15:00,8.9,14,81,13,230,0
2020-02-22T09:30:00,8.9,14,81,13,230,0
2020-02-22T09:45:00,8.9,14,81,13,230,0
2020-02-22T10:00:00,9.7,16,86,12,240,0
2020-02-22T10:15:00,9.7,16,86,12,240,0
2020-02-22T10:30:00,9.7,16,86,12,240,0
2020-02-22T10:45:00,9.7,16,86,12,240,0
2020-02-22T11:00:00,10.2,54,86,14,230,0
2020-02-22T11:15:00,10.2,54,86,14,230,0
2020-02-22T11:30:00,10.2,54,86,14,230,0
2020-02-22T11:45:00,10.2,54,86,14,230,0
2020-02-22T12:00:00,10.6,51,87,13,230,0
2020-02-22T12:15:00,10.6,51,87,13,230,0
2020-02-22T12:30:00,10.6,51,87,13,230,0
2020-02-22T12:45:00,10.6,51,87,13,230,0
2020-02-22T13:00:00,11.2,62,86,12,230,0
2020-02-22T13:15:00,11.2,62,86,12,230,0
2020-02-22T13:30:00,11.2,62,86,12,230,0
2020-02-22T13:45:00,11.2,62,86,12,230,0
2020-02-22T14:00:00,10.8,56,88,12,230,0
2020-02-22T14:15:00,10.8,56,88,12,230,0
2020-02-22T14:30:00,10.8,56,88,12,230,0
2020-02-22T14:45:00,10.8,56,88,12,230,0
2020-02-22T15:00:00,10.7,14,87,11,230,0
2020-02-22T15:15:00,10.7,14,87,11,230,0
2020-02-22T15:30:00,10.7,14,87,11,230,0
2020-02-22T15:45:00,10.7,14,87,11,230,0
2020-02-22T16:00:00,10.5,3,88,10,230,0
2020-02-22T16:15:00,10.5,3,88,10,230,0
2020-02-22T16:30:00,10.5,3,88,10,230,0
2020-02-22T16:45:00,10.5,3,88,10,230,0
2020-02-22T17:00:00,10.4,0,86,10,240,0
2020-02-22T17:15:00,10.4,0,86,10,240,0
2020-02-22T17:30:00,10.4,0,86,10,240,0
2020-02-22T17:45:00,10.4,0,86,10,240,0
2020-02-22T18:00:00,10.2,0,86,10,240,0
2020-02-22T18:15:00,10.2,0,86,10,240,0
2020-02-22T18:30:00,10.2,0,86,10,240,0
2020-02-22T18:45:00,10.2,0,86,10,240,0
2020-02-22T19:00:00,10.4,0,80,10,240,0
2020-02-22T19:15:00,10.4,0,80,10,240,0
2020-02-22T19:30:00,10.4,0,80,10,240,0
2020-02-22T19:45:00,10.4,0,80,10,240,0
2020-02-22T20:00:00,10,0,80,9,240,0
2020-02-22T20:15:00,10,0,80,9,240,0
2020-02-22T20:30:00,10,0,80,9,240,0
2020-02-22T20:45:00,10,0,80,9,240,0
2020-02-22T21:00:00,9.7,0,87,9,240,0
2020-02-22T21:15:00,9.7,0,87,9,240,0
2020-02-22T21:30:00,9.7,0,87,9,240,0
2020-02-22T21:45:00,9.7,0,87,9,240,0
2020-02-22T22:00:00,9.7,0,82,9,240,0
2020-02-22T22:15:00,9.7,0,82,9,240,0
2020-02-22T22:30:00,9.7,0,82,9,240,0
2020-02-22T22:45:00,9.7,0,82,9,240,0
2020-02-22T23:00:00,9.6,0,82,9,250,0
2020-02-22T23:15:00,9.6,0,82,9,250,0
2020-02-22T23:30:00,9.6,0,82,9,250,0
2020-02-22T23:45:00,9.6,0,82,9,250,0
2020-02-23T00:00:00,9.5,0,82,9,240,-0.25
2020-02-23T00:15:00,9.5,0,82,9,240,-0.25
2020-02-23T00:30:00,9.5,0,82,9,240,-0.25
2020-02-23T00:45:00,9.5,0,82,9,240,-0.25
2020-02-23T01:00:00,8.9,0,89,9,230,1
2020-02-23T01:15:00,8.9,0,89,9,230,1
2020-02-23T01:30:00,8.9,0,89,9,230,1
2020-02-23T01:45:00,8.9,0,89,9,230,1
2020-02-23T02:00:00,8.6,0,90,9,240,5.25
2020-02-23T02:15:00,8.6,0,90,9,240,5.25
2020-02-23T02:30:00,8.6,0,90,9,240,5.25
2020-02-23T02:45:00,8.6,0,90,9,240,5.25
2020-02-23T03:00:00,8.6,0,93,7,240,6.75
2020-02-23T03:15:00,8.6,0,93,7,240,6.75
2020-02-23T03:30:00,8.6,0,93,7,240,6.75
2020-02-23T03:45:00,8.6,0,93,7,240,6.75
2020-02-23T04:00:00,8.7,0,91,8,230,7.75
2020-02-23T04:15:00,8.7,0,91,8,230,7.75
2020-02-23T04:30:00,8.7,0,91,8,230,7.75
2020-02-23T04:45:00,8.7,0,91,8,230,7.75
2020-02-23T05:00:00,8.2,0,97,6,220,7
2020-02-23T05:15:00,8.2,0,97,6,220,7
2020-02-23T05:30:00,8.2,0,97,6,220,7
2020-02-23T05:45:00,8.2,0,97,6,220,7
2020-02-23T06:00:00,10,0,96,6,220,9.75
2020-02-23T06:15:00,10,0,96,6,220,9.75
2020-02-23T06:30:00,10,0,96,6,220,9.75
2020-02-23T06:45:00,10,0,96,6,220,9.75
2020-02-23T07:00:00,11.5,1,90,16,240,1
2020-02-23T07:15:00,11.5,1,90,16,240,1
2020-02-23T07:30:00,11.5,1,90,16,240,1
2020-02-23T07:45:00,11.5,1,90,16,240,1
2020-02-23T08:00:00,11.4,4,89,17,240,0
2020-02-23T08:15:00,11.4,4,89,17,240,0
2020-02-23T08:30:00,11.4,4,89,17,240,0
2020-02-23T08:45:00,11.4,4,89,17,240,0
2020-02-23T09:00:00,11.4,11,88,16,240,-0.25
2020-02-23T09:15:00,11.4,11,88,16,240,-0.25
2020-02-23T09:30:00,11.4,11,88,16,240,-0.25
2020-02-23T09:45:00,11.4,11,88,16,240,-0.25
2020-02-23T10:00:00,11.8,25,86,16,230,0
2020-02-23T10:15:00,11.8,25,86,16,230,0
2020-02-23T10:30:00,11.8,25,86,16,230,0
2020-02-23T10:45:00,11.8,25,86,16,230,0
2020-02-23T11:00:00,11.9,30,86,16,240,0
2020-02-23T11:15:00,11.9,30,86,16,240,0
2020-02-23T11:30:00,11.9,30,86,16,240,0
2020-02-23T11:45:00,11.9,30,86,16,240,0
2020-02-23T12:00:00,11.7,45,91,15,240,0.5
2020-02-23T12:15:00,11.7,45,91,15,240,0.5
2020-02-23T12:30:00,11.7,45,91,15,240,0.5
2020-02-23T12:45:00,11.7,45,91,15,240,0.5
2020-02-23T13:00:00,9.5,21,97,13,290,10.75
2020-02-23T13:15:00,9.5,21,97,13,290,10.75
2020-02-23T13:30:00,9.5,21,97,13,290,10.75
2020-02-23T13:45:00,9.5,21,97,13,290,10.75
2020-02-23T14:00:00,9.1,30,78,10,290,0.25
2020-02-23T14:15:00,9.1,30,78,10,290,0.25
2020-02-23T14:30:00,9.1,30,78,10,290,0.25
2020-02-23T14:45:00,9.1,30,78,10,290,0.25
2020-02-23T15:00:00,8.8,26,81,9,300,0
2020-02-23T15:15:00,8.8,26,81,9,300,0
2020-02-23T15:30:00,8.8,26,81,9,300,0
2020-02-23T15:45:00,8.8,26,81,9,300,0
2020-02-23T16:00:00,7.5,12,76,10,300,0
2020-02-23T16:15:00,7.5,12,76,10,300,0
2020-02-23T16:30:00,7.5,12,76,10,300,0
2020-02-23T16:45:00,7.5,12,76,10,300,0
2020-02-23T17:00:00,7.4,0,77,9,310,0
2020-02-23T17:15:00,7.4,0,77,9,310,0
2020-02-23T17:30:00,7.4,0,77,9,310,0
2020-02-23T17:45:00,7.4,0,77,9,310,0
2020-02-23T18:00:00,7.6,0,66,8,290,0
2020-02-23T18:15:00,7.6,0,66,8,290,0
2020-02-23T18:30:00,7.6,0,66,8,290,0
2020-02-23T18:45:00,7.6,0,66,8,290,0
2020-02-23T19:00:00,6.7,0,65,9,300,0
2020-02-23T19:15:00,6.7,0,65,9,300,0
2020-02-23T19:30:00,6.7,0,65,9,300,0
2020-02-23T19:45:00,6.7,0,65,9,300,0
2020-02-23T20:00:00,6.3,0,66,7,290,0
2020-02-23T20:15:00,6.3,0,66,7,290,0
2020-02-23T20:30:00,6.3,0,66,7,290,0
2020-02-23T20:45:00,6.3,0,66,7,290,0
2020-02-23T21:00:00,6.1,0,67,6,290,0
2020-02-23T21:15:00,6.1,0,67,6,290,0
2020-02-23T21:30:00,6.1,0,67,6,290,0
2020-02-23T21:45:00,6.1,0,67,6,290,0
2020-02-23T22:00:00,5.4,0,72,5,270,0
2020-02-23T22:15:00,5.4,0,72,5,270,0
2020-02-23T22:30:00,5.4,0,72,5,270,0
2020-02-23T22:45:00,5.4,0,72,5,270,0
2020-02-23T23:00:00,5.3,0,75,4,280,0
2020-02-23T23:15:00,5.3,0,75,4,280,0
2020-02-23T23:30:00,5.3,0,75,4,280,0
2020-02-23T23:45:00,5.3,0,75,4,280,0
2020-02-24T00:00:00,4,0,81,3,270,0
2020-02-24T00:15:00,4,0,81,3,270,0
2020-02-24T00:30:00,4,0,81,3,270,0
2020-02-24T00:45:00,4,0,81,3,270,0
2020-02-24T01:00:00,4.6,0,83,2,270,0
2020-02-24T01:15:00,4.6,0,83,2,270,0
2020-02-24T01:30:00,4.6,0,83,2,270,0
2020-02-24T01:45:00,4.6,0,83,2,270,0
2020-02-24T02:00:00,4.2,0,87,2,230,0
2020-02-24T02:15:00,4.2,0,87,2,230,0
2020-02-24T02:30:00,4.2,0,87,2,230,0
2020-02-24T02:45:00,4.2,0,87,2,230,0
2020-02-24T03:00:00,5.2,0,81,2,210,0
2020-02-24T03:15:00,5.2,0,81,2,210,0
2020-02-24T03:30:00,5.2,0,81,2,210,0
2020-02-24T03:45:00,5.2,0,81,2,210,0
2020-02-24T04:00:00,5.4,0,82,2,160,0
2020-02-24T04:15:00,5.4,0,82,2,160,0
2020-02-24T04:30:00,5.4,0,82,2,160,0
2020-02-24T04:45:00,5.4,0,82,2,160,0
2020-02-24T05:00:00,5.7,0,80,3,170,0
2020-02-24T05:15:00,5.7,0,80,3,170,0
2020-02-24T05:30:00,5.7,0,80,3,170,0
2020-02-24T05:45:00,5.7,0,80,3,170,0
2020-02-24T06:00:00,5.8,1,75,4,150,0
2020-02-24T06:15:00,5.8,1,75,4,150,0
2020-02-24T06:30:00,5.8,1,75,4,150,0
2020-02-24T06:45:00,5.8,1,75,4,150,0
2020-02-24T07:00:00,5.3,5,82,4,160,0.75
